source,destination,distance_km,days,transport,hotel_type,people,season,trip_type,group_type,travel_cost,hotel_cost,food_cost,total_cost,budget_category
Goa,Hyderabad,152,2,bus,3-star,5,normal,long,couple,605,6025,5496,11675,low
Mumbai,Jaipur,1875,3,flight,5-star,1,normal,short,family,4098,11897,3617,29388,high
Hyderabad,Goa,912,2,train,3-star,3,off,short,solo,2646,3640,2951,10874,low
Bangalore,Kolkata,512,6,train,5-star,1,off,short,solo,498,26817,6602,39925,high
Pune,Hyderabad,1499,2,train,4-star,3,peak,medium,couple,5397,7741,5548,21997,medium
Kolkata,Goa,1981,2,flight,4-star,2,off,long,solo,7933,3182,3144,21338,high
Bangalore,Delhi,977,2,train,4-star,2,peak,short,solo,2358,3888,3745,11755,medium
Delhi,Hyderabad,1655,1,flight,3-star,1,off,medium,solo,3340,1780,500,8414,high
Chennai,Kolkata,1705,5,bus,3-star,1,off,short,couple,1224,7193,2478,10492,medium
Kolkata,Delhi,1730,7,bus,4-star,2,off,medium,couple,2500,18867,10744,30922,medium
Mumbai,Kolkata,1944,1,train,4-star,1,off,long,family,1970,3196,774,6982,high
Chennai,Kolkata,1688,5,train,5-star,1,peak,short,couple,2028,26047,6694,40943,high
Jaipur,Chennai,1385,1,train,5-star,2,peak,medium,couple,3395,6745,2616,15000,high
Hyderabad,Delhi,155,7,train,2-star,5,off,medium,family,764,14221,10960,30570,low
Hyderabad,Jaipur,427,4,flight,3-star,4,peak,long,solo,4195,13107,9772,40549,medium
Kochi,Pune,505,4,train,2-star,1,peak,long,couple,609,2984,1513,6010,low
Hyderabad,Kochi,303,4,train,4-star,5,normal,medium,couple,1668,30086,16952,57438,medium
Mumbai,Jaipur,938,5,flight,5-star,5,peak,medium,solo,11072,80632,33384,187230,high
Pune,Hyderabad,1309,6,flight,3-star,2,normal,long,couple,5799,10228,6506,33737,medium
Goa,Bangalore,128,1,bus,2-star,3,normal,short,couple,315,1825,1046,3066,low
Delhi,Goa,1721,4,flight,2-star,2,peak,long,couple,8471,2920,3041,21613,medium
Kolkata,Hyderabad,1317,5,flight,2-star,3,peak,medium,family,9474,7857,5683,34497,medium
Jaipur,Pune,650,2,bus,3-star,3,peak,medium,solo,1747,4382,3649,9414,low
Kolkata,Goa,1788,1,flight,5-star,4,peak,medium,solo,17159,12839,5301,52925,high
Hyderabad,Kolkata,172,1,flight,4-star,2,normal,medium,family,735,3496,1665,8836,medium
Bangalore,Hyderabad,1339,2,train,4-star,3,normal,long,couple,4550,7095,5108,19699,medium
Delhi,Chennai,1545,3,bus,2-star,1,off,short,couple,1133,1599,952,3546,low
Chennai,Pune,966,2,flight,2-star,3,off,medium,couple,5755,1626,1926,13935,medium
Goa,Kolkata,1219,3,bus,4-star,5,off,long,couple,4436,18981,11190,33336,medium
Goa,Kochi,434,4,flight,4-star,3,off,medium,family,2540,18865,9192,45840,medium
Bangalore,Chennai,173,7,flight,5-star,3,off,short,solo,1010,67144,23195,136561,high
Kochi,Chennai,1967,7,bus,3-star,5,peak,long,solo,8732,39642,21107,66906,low
Mumbai,Bangalore,123,4,bus,3-star,4,off,short,family,349,10812,7950,18401,low
Kochi,Goa,1985,5,bus,2-star,5,off,medium,family,7012,9768,7856,23730,low
Goa,Bangalore,1169,2,flight,4-star,1,off,short,family,2248,3109,1520,10312,high
Mumbai,Chennai,357,7,bus,3-star,1,normal,short,solo,293,12100,3772,15564,medium
Kolkata,Mumbai,865,2,flight,4-star,5,normal,short,solo,9584,10256,8638,42663,medium
Chennai,Delhi,1642,1,flight,2-star,2,off,long,solo,6456,808,642,11845,high
Chennai,Mumbai,743,7,train,4-star,2,peak,short,couple,1763,22615,12975,44013,medium
Mumbai,Chennai,952,2,train,4-star,3,peak,medium,family,3509,7524,5371,19334,medium
Mumbai,Hyderabad,1028,5,bus,2-star,3,normal,long,couple,2450,7259,5344,14487,low
Kolkata,Kochi,904,7,flight,5-star,3,peak,long,couple,6517,78711,28199,169918,high
Chennai,Goa,987,7,train,4-star,5,normal,short,family,5276,62632,29834,115075,medium
Delhi,Goa,417,2,bus,2-star,2,off,short,couple,604,803,1260,2567,low
Pune,Hyderabad,1892,2,train,2-star,4,normal,long,family,8014,1782,2819,14870,low
Bangalore,Jaipur,823,1,bus,4-star,5,normal,short,solo,3243,10509,4278,17362,medium
Mumbai,Goa,159,7,train,4-star,5,off,short,couple,783,56844,26388,98904,medium
Hyderabad,Delhi,1297,3,bus,3-star,4,normal,medium,couple,4137,8073,6615,18123,low
Jaipur,Hyderabad,1263,2,train,4-star,5,peak,medium,couple,7573,11588,9450,33668,medium
Kolkata,Chennai,165,3,bus,2-star,4,normal,short,solo,511,3662,4178,8039,low
Chennai,Jaipur,1454,3,bus,4-star,5,peak,short,solo,6438,23514,13736,42060,medium
Pune,Bangalore,127,6,train,4-star,4,normal,long,couple,552,34848,20160,65424,medium
Jaipur,Chennai,135,4,flight,2-star,4,normal,short,couple,1218,5330,5553,18135,low
Chennai,Pune,568,1,bus,2-star,1,normal,medium,couple,455,883,347,1623,low
Jaipur,Bangalore,1405,4,train,5-star,5,normal,medium,couple,7764,53730,23966,100606,high
Delhi,Pune,897,5,train,4-star,4,normal,medium,family,3915,27363,17082,56964,medium
Kolkata,Jaipur,284,3,bus,2-star,3,peak,long,couple,769,3961,3476,7900,low
Jaipur,Kolkata,1091,3,train,4-star,5,normal,short,solo,6062,20600,13075,46770,medium
Bangalore,Kochi,567,1,bus,3-star,1,off,medium,solo,409,1844,489,2637,medium
Kolkata,Chennai,364,1,bus,3-star,5,peak,medium,solo,1645,6676,3050,10940,medium
Chennai,Hyderabad,156,3,flight,5-star,4,off,long,family,1239,21519,13193,53838,medium
Kolkata,Hyderabad,1676,5,train,2-star,5,off,long,couple,8313,9433,7743,30031,low
Kochi,Bangalore,1671,3,bus,4-star,5,peak,long,couple,7331,23207,14013,42897,medium
Delhi,Jaipur,238,3,flight,5-star,2,off,long,family,959,10483,6493,26894,medium
Pune,Kochi,384,2,train,2-star,3,normal,short,solo,1232,1820,2097,6061,low
Kochi,Jaipur,1106,5,flight,4-star,1,normal,short,couple,2448,13818,4331,30861,high
Pune,Chennai,863,6,flight,5-star,3,normal,short,couple,5784,60525,21558,131567,high
Kolkata,Chennai,568,3,flight,4-star,2,normal,long,solo,2520,6925,5165,21883,medium
Goa,Pune,654,3,train,2-star,3,normal,long,couple,2211,3657,3115,10566,low
Hyderabad,Delhi,243,7,bus,3-star,1,off,short,couple,175,10590,3494,13742,low
Hyderabad,Pune,1964,3,train,3-star,2,normal,long,couple,4350,3887,3242,13521,medium
Bangalore,Delhi,527,3,flight,2-star,2,off,short,solo,2078,1612,1855,8310,low
Kochi,Mumbai,716,5,bus,4-star,1,normal,long,couple,576,14052,4237,18163,medium
Jaipur,Kochi,1224,7,train,3-star,1,peak,short,solo,1464,13407,4340,22588,medium
Jaipur,Kochi,1005,2,bus,4-star,3,peak,medium,couple,2633,7629,5651,15327,medium
Kochi,Hyderabad,876,6,train,5-star,1,off,long,family,862,26943,6551,40436,high
Pune,Hyderabad,199,5,flight,4-star,2,off,medium,family,765,12849,7658,31841,medium
Kochi,Bangalore,377,1,bus,4-star,3,normal,short,solo,899,6990,2548,10051,medium
Bangalore,Goa,846,1,train,3-star,2,normal,short,couple,1812,2044,1100,5833,medium
Bangalore,Hyderabad,373,6,train,4-star,1,off,medium,family,371,15974,4519,24544,medium
Mumbai,Kochi,889,1,train,4-star,3,normal,medium,solo,2954,6971,2582,14718,medium
Pune,Kolkata,1821,4,train,3-star,5,normal,medium,couple,9695,17973,10900,45428,medium
Kochi,Delhi,1982,4,train,5-star,4,off,short,solo,7899,32628,17096,67815,medium
Mumbai,Goa,1292,1,bus,2-star,1,peak,short,family,1124,988,379,2399,medium
Pune,Kolkata,146,5,flight,3-star,2,off,medium,family,585,7160,4734,18716,low
Kolkata,Chennai,1671,7,train,4-star,4,normal,long,solo,7311,41345,23217,84692,medium
Chennai,Goa,1940,6,flight,4-star,2,normal,medium,solo,8377,17528,10403,54381,medium
Delhi,Jaipur,817,5,train,5-star,2,off,short,solo,1625,21403,10873,39910,medium
Pune,Chennai,1647,2,flight,5-star,4,normal,medium,family,14393,11874,9433,53516,high
Kolkata,Hyderabad,1587,7,train,3-star,5,off,medium,solo,7649,32210,17366,67380,low
Hyderabad,Goa,109,2,bus,3-star,5,normal,long,couple,435,5962,5421,11387,low
Jaipur,Goa,1279,2,train,2-star,3,off,medium,couple,3833,1587,1912,8627,low
Kochi,Hyderabad,290,7,flight,2-star,1,peak,short,couple,691,5872,2635,13791,low
Delhi,Jaipur,536,2,bus,4-star,1,off,medium,couple,383,3196,1541,4926,medium
Kolkata,Goa,1208,1,flight,2-star,5,off,short,couple,12134,2449,1548,24147,medium
Delhi,Goa,1314,7,bus,4-star,2,peak,short,couple,2301,22829,13351,37058,medium
Bangalore,Jaipur,1489,5,bus,2-star,4,off,long,family,4211,6566,6384,16519,low
Mumbai,Hyderabad,1987,7,flight,4-star,5,normal,medium,family,22456,62612,30067,172419,medium
Bangalore,Jaipur,1811,1,flight,2-star,2,off,long,couple,7417,802,615,13210,high
Hyderabad,Pune,1719,1,train,5-star,4,off,short,family,6615,10915,4197,25587,high
Jaipur,Pune,1284,7,train,5-star,1,normal,long,solo,1404,36236,8423,54195,high
Bangalore,Delhi,1113,5,flight,3-star,4,peak,medium,solo,10842,17658,12332,61130,medium
Delhi,Goa,565,7,bus,3-star,5,off,short,family,2004,32070,17124,49338,low
Jaipur,Hyderabad,1983,4,train,3-star,5,peak,medium,couple,12146,20067,12181,52212,medium
Bangalore,Jaipur,1943,6,flight,3-star,1,off,long,couple,3915,8840,3044,23668,medium
Kochi,Hyderabad,1561,3,train,4-star,4,normal,short,couple,7025,14154,10472,37207,medium
Bangalore,Kochi,571,3,bus,2-star,5,normal,long,solo,2227,5357,5192,12312,low
Delhi,Kochi,967,3,flight,5-star,2,peak,medium,family,4730,12992,8009,38551,high
Bangalore,Kolkata,518,6,bus,4-star,5,peak,long,solo,2326,58352,28169,85510,medium
Delhi,Kochi,1934,4,flight,2-star,1,normal,medium,solo,4191,2665,1426,12412,medium
Delhi,Goa,1633,7,train,3-star,1,normal,short,solo,1817,11992,3825,20755,medium
Kolkata,Pune,390,3,flight,2-star,3,peak,long,solo,2745,3896,3564,15290,low
Mumbai,Pune,307,1,train,4-star,5,off,short,family,1490,9476,3882,17471,medium
Chennai,Mumbai,753,2,bus,2-star,2,normal,medium,couple,1182,902,1419,3373,low
Kolkata,Jaipur,1778,4,train,5-star,5,normal,medium,family,9780,56323,23399,105210,high
Hyderabad,Delhi,270,2,flight,4-star,5,off,medium,solo,2715,9425,7738,29766,medium
Kochi,Mumbai,828,7,flight,3-star,2,normal,short,family,3667,11868,7726,34853,medium
Chennai,Kolkata,945,6,bus,4-star,5,normal,long,solo,3674,52975,25614,79188,medium
Pune,Kochi,122,4,bus,3-star,3,peak,long,couple,325,13409,7300,20239,low
Jaipur,Chennai,235,7,flight,2-star,2,normal,medium,family,1036,5328,4847,16805,low
Bangalore,Kolkata,308,6,flight,4-star,2,normal,short,couple,1379,17877,10163,44032,medium
Kolkata,Mumbai,1463,2,train,5-star,2,peak,short,family,3542,6510,5372,18153,medium
Jaipur,Kochi,959,5,flight,3-star,4,peak,short,family,9375,18112,11940,59016,medium
Pune,Delhi,695,4,train,5-star,3,off,long,couple,2052,32512,13085,56064,medium
Chennai,Mumbai,889,6,bus,3-star,5,normal,long,family,3544,29607,16718,48034,low
Hyderabad,Jaipur,1522,4,bus,5-star,3,normal,long,family,3692,35505,14692,51904,medium
Mumbai,Kochi,1746,4,bus,3-star,3,peak,medium,solo,4690,13226,7268,24244,medium
Hyderabad,Jaipur,162,5,flight,4-star,5,off,medium,couple,1617,37311,19133,87021,medium
Delhi,Kolkata,846,5,flight,2-star,2,off,medium,solo,3241,3282,3076,14391,low
Bangalore,Jaipur,1832,7,train,5-star,5,peak,medium,couple,11333,118211,46053,206714,high
Bangalore,Mumbai,159,6,flight,5-star,2,peak,short,solo,762,32857,16177,74575,high
Hyderabad,Kochi,1911,3,flight,4-star,2,peak,short,solo,8904,7847,5638,33555,high
Goa,Pune,672,2,train,4-star,5,peak,medium,solo,3991,11363,9585,29354,medium
Kolkata,Hyderabad,1657,1,bus,2-star,5,off,medium,couple,5880,2387,1601,9508,low
Bangalore,Kochi,364,1,train,5-star,1,off,long,solo,362,5324,1083,7971,high
Jaipur,Hyderabad,1501,2,bus,2-star,3,peak,long,solo,3901,2012,2346,7952,low
Goa,Delhi,1957,1,train,2-star,5,normal,medium,couple,10849,2714,1796,18065,medium
Kolkata,Jaipur,1887,5,flight,4-star,5,off,medium,solo,18681,37129,19253,112497,medium
Hyderabad,Bangalore,1169,1,bus,5-star,3,normal,medium,family,2893,11817,3580,17620,high
Delhi,Kolkata,1197,5,flight,3-star,4,off,short,solo,9539,14388,9754,50463,medium
Delhi,Goa,1035,1,flight,4-star,2,peak,medium,solo,5093,3983,1875,16382,high
Goa,Chennai,968,1,bus,4-star,2,peak,short,solo,1680,3760,1877,7052,medium
Kochi,Delhi,1570,7,bus,3-star,2,normal,long,couple,2553,12085,7699,21501,low
Chennai,Jaipur,1252,1,flight,2-star,1,peak,long,family,3003,973,389,6542,high
Jaipur,Hyderabad,104,2,flight,3-star,3,normal,short,family,695,3907,3378,11954,low
Chennai,Mumbai,405,7,bus,2-star,1,normal,short,solo,326,5513,2400,7929,low
Bangalore,Jaipur,1859,5,flight,5-star,2,normal,long,family,8012,23946,12090,65996,high
Mumbai,Bangalore,293,4,flight,3-star,1,normal,short,solo,661,6063,2191,13347,medium
Bangalore,Pune,260,3,flight,2-star,5,normal,medium,solo,2815,5499,5174,20206,low
Pune,Kochi,512,3,flight,5-star,2,peak,medium,solo,2538,13143,8108,35616,high
Bangalore,Mumbai,1199,3,flight,4-star,2,off,short,solo,4796,6287,4554,23423,medium
Hyderabad,Jaipur,1725,1,flight,3-star,1,peak,long,family,4153,2214,605,10444,high
Mumbai,Chennai,1234,7,bus,2-star,2,peak,long,couple,2152,5925,5396,12976,low
Delhi,Goa,814,4,train,2-star,4,normal,long,couple,3467,5437,5517,16985,low
Jaipur,Kochi,605,1,flight,4-star,2,normal,short,solo,2615,3411,1654,11522,high
Delhi,Kochi,676,1,train,2-star,3,peak,short,solo,2403,1958,1188,6534,medium
Delhi,Kolkata,1610,4,train,4-star,5,peak,medium,couple,9663,34742,18812,74396,medium
Goa,Bangalore,437,2,bus,4-star,5,peak,long,family,1926,11536,9182,21816,medium
Pune,Chennai,754,5,flight,2-star,2,off,short,solo,3050,3327,3070,14144,low
Bangalore,Delhi,205,7,train,4-star,5,peak,long,solo,1221,69009,32251,120679,medium
Chennai,Bangalore,406,4,bus,2-star,3,off,long,family,883,4806,3902,9231,low
Hyderabad,Delhi,116,3,flight,5-star,5,off,short,family,1168,32503,16449,75042,high
Jaipur,Pune,1986,2,bus,2-star,1,peak,short,family,1776,981,760,3385,low
Delhi,Hyderabad,1145,6,bus,3-star,3,normal,medium,couple,2751,20258,9920,31692,low
Kochi,Goa,738,2,flight,3-star,1,normal,short,couple,1585,1975,1098,6983,medium
Kochi,Kolkata,867,5,flight,5-star,2,peak,long,family,4191,27181,12925,66306,high
Goa,Mumbai,1125,5,train,5-star,3,peak,medium,couple,4114,53979,20474,92327,high
Pune,Delhi,1179,6,bus,3-star,5,normal,short,couple,4687,30221,16641,49620,low
Bangalore,Goa,356,2,train,2-star,3,normal,medium,solo,1178,1797,2113,5987,low
Chennai,Hyderabad,1076,6,flight,5-star,4,off,medium,family,8198,54552,25969,132872,high
Bangalore,Mumbai,877,3,bus,5-star,3,normal,long,family,2097,24736,10690,36095,medium
Bangalore,Delhi,1576,5,bus,2-star,5,normal,long,couple,6265,11122,8640,25052,low
Jaipur,Chennai,1975,2,train,2-star,3,off,short,solo,5817,1616,1913,11002,low
Mumbai,Kolkata,500,5,bus,2-star,4,off,long,couple,1444,6354,6249,13537,low
Delhi,Pune,1149,4,flight,2-star,1,normal,long,family,2504,2696,1408,9899,medium
Mumbai,Chennai,789,4,flight,3-star,2,peak,medium,solo,3842,6424,4917,22751,medium
Bangalore,Chennai,1776,2,bus,5-star,1,normal,medium,solo,1426,6124,2415,9586,medium
Goa,Kochi,1724,2,bus,2-star,3,off,medium,couple,3785,1631,1928,7065,low
Bangalore,Hyderabad,714,3,train,2-star,2,off,medium,couple,1424,1617,1954,5872,low
Kochi,Goa,1467,7,flight,5-star,4,normal,short,family,13081,72619,32956,177731,high
Goa,Bangalore,1426,1,train,4-star,5,off,short,family,6922,9491,3833,23835,medium
Pune,Goa,675,1,flight,2-star,3,off,short,family,3972,1623,967,9830,medium
Delhi,Mumbai,1150,1,bus,3-star,4,off,short,family,3346,3538,1976,8533,medium
Pune,Hyderabad,1348,1,flight,5-star,4,peak,medium,solo,12891,13123,5247,46855,high
Kolkata,Mumbai,543,4,train,4-star,1,peak,long,family,652,11332,3732,18515,medium
Hyderabad,Jaipur,429,6,train,3-star,5,normal,long,solo,2339,28681,17008,56592,low
Chennai,Mumbai,122,4,train,3-star,5,normal,long,couple,681,17898,11003,34823,low
Pune,Delhi,1384,1,train,4-star,4,normal,medium,couple,5982,7178,3496,19591,medium
Chennai,Hyderabad,564,2,bus,4-star,5,normal,short,family,2261,10661,8522,20637,medium
Delhi,Hyderabad,1453,7,train,3-star,4,peak,short,couple,6891,26236,16973,58988,medium
Bangalore,Pune,777,5,flight,4-star,3,peak,long,solo,5602,30698,14005,75371,high
Chennai,Mumbai,1248,7,bus,4-star,4,peak,medium,family,4387,46236,25763,73584,medium
Delhi,Kolkata,1982,3,flight,5-star,4,peak,long,solo,18979,25891,16072,91337,high
Hyderabad,Delhi,1721,1,flight,5-star,4,off,short,solo,13199,10986,4409,42848,high
Kochi,Kolkata,601,2,bus,3-star,3,off,long,couple,1292,3459,2953,7428,low
Goa,Kochi,1486,5,bus,3-star,5,off,short,solo,5344,21272,12279,37482,low
Bangalore,Delhi,186,7,flight,4-star,2,normal,short,couple,837,21209,11734,50596,medium
Hyderabad,Kochi,1188,5,bus,4-star,5,off,short,family,4174,37614,19063,58621,medium
Delhi,Bangalore,1195,3,flight,5-star,3,normal,medium,family,7945,23807,10882,63870,high
Pune,Delhi,1942,7,train,4-star,1,normal,medium,solo,2198,21256,5945,34578,medium
Delhi,Kolkata,1523,1,flight,5-star,4,off,medium,solo,12029,10742,4396,40696,high
Kochi,Pune,706,1,bus,2-star,3,off,short,solo,1510,1621,945,3925,low
Kolkata,Goa,118,6,bus,5-star,5,normal,medium,couple,468,88147,36174,120277,medium
Jaipur,Pune,443,3,train,2-star,1,normal,medium,family,486,1813,1041,3930,low
Hyderabad,Mumbai,1253,1,train,4-star,5,off,long,family,6315,9325,3923,23018,medium
Jaipur,Pune,268,6,train,3-star,4,peak,long,couple,1263,22143,14623,44743,low
Bangalore,Pune,472,7,train,3-star,1,normal,medium,family,513,12076,3923,19422,medium
Bangalore,Hyderabad,913,7,flight,3-star,4,off,long,couple,6990,21762,13341,63113,medium
Jaipur,Mumbai,902,6,bus,5-star,3,peak,medium,solo,2346,67612,23552,89963,medium
Kochi,Jaipur,971,1,flight,2-star,2,off,short,solo,3777,807,649,7842,medium
Kolkata,Kochi,1969,1,bus,4-star,4,off,short,family,5514,6200,3128,14304,medium
Goa,Mumbai,1749,2,train,2-star,5,normal,long,solo,9887,2695,3434,18835,low
Hyderabad,Jaipur,1829,5,flight,5-star,2,off,medium,family,7470,22116,10909,60576,high
Delhi,Pune,1930,2,bus,3-star,3,peak,short,couple,5033,4396,3621,12571,medium
Pune,Bangalore,971,3,train,4-star,3,peak,long,couple,3542,15735,8526,32687,medium
Jaipur,Kolkata,1269,4,flight,2-star,5,peak,long,solo,15106,9093,7736,47840,medium
Kochi,Kolkata,1356,2,bus,3-star,5,peak,long,solo,6027,6745,5949,18021,low
Kochi,Delhi,1989,1,train,2-star,4,off,short,solo,7872,1607,1230,12607,medium
Chennai,Delhi,1550,7,train,5-star,5,off,short,couple,7712,100861,36756,170847,medium
Hyderabad,Pune,1167,4,flight,2-star,5,normal,medium,family,12830,8177,7012,41963,medium
Kolkata,Bangalore,1046,4,bus,3-star,2,peak,medium,couple,1837,6471,4856,12683,low
Kochi,Mumbai,1706,1,train,4-star,5,off,short,family,8348,9139,3893,25190,high
Delhi,Hyderabad,1003,3,flight,5-star,2,normal,short,family,4476,12009,7224,35505,high
Kochi,Kolkata,1671,3,flight,3-star,2,normal,medium,family,7470,4013,3344,22192,medium
Pune,Kochi,134,4,train,2-star,3,off,short,family,396,4955,3798,10759,low
Mumbai,Pune,1382,2,bus,2-star,1,peak,long,couple,1219,971,773,2853,low
Chennai,Kochi,1307,5,bus,2-star,3,normal,short,family,3097,7131,5185,14853,low
Hyderabad,Kochi,161,1,bus,4-star,1,off,short,family,114,3250,780,3983,medium
Pune,Jaipur,1049,6,bus,2-star,1,peak,short,couple,949,4859,2312,7822,low
Kolkata,Pune,1857,7,flight,3-star,5,peak,medium,family,22033,39186,20883,123100,medium
Chennai,Kochi,181,3,bus,4-star,5,off,short,solo,663,18787,11658,29951,low
Hyderabad,Bangalore,800,3,bus,5-star,1,off,long,couple,581,11173,3168,14350,medium
Jaipur,Kolkata,681,5,train,2-star,2,off,medium,family,1373,3295,3104,9144,low
Hyderabad,Jaipur,1731,2,train,2-star,3,off,long,couple,5218,1628,1883,10267,low
Pune,Goa,1812,3,flight,4-star,4,off,medium,couple,14173,12464,9462,54079,medium
Delhi,Jaipur,710,4,flight,2-star,1,off,medium,solo,1405,2458,1245,7649,low
Kochi,Chennai,518,7,train,4-star,1,normal,medium,couple,563,21340,5829,32623,medium
Kochi,Pune,469,7,train,3-star,5,normal,medium,family,2563,36018,19282,68102,low
Hyderabad,Delhi,979,4,flight,5-star,4,peak,medium,solo,9451,39835,21339,105753,high
Goa,Hyderabad,345,2,bus,3-star,5,off,long,family,1255,5320,4928,11082,low
Jaipur,Pune,435,4,flight,2-star,3,off,short,couple,2630,4925,3702,16858,low
Bangalore,Kochi,1378,1,flight,3-star,5,off,medium,couple,13714,5239,2476,32108,high
Bangalore,Mumbai,1379,3,flight,3-star,4,normal,short,family,12480,7886,6517,40255,medium
Goa,Bangalore,1151,1,train,2-star,3,off,medium,family,3457,1582,936,7032,medium
Bangalore,Kolkata,1386,7,flight,3-star,2,peak,long,family,6768,13074,8440,42375,medium
Mumbai,Kolkata,1899,6,train,2-star,2,normal,medium,solo,4224,4528,4216,15255,low
Kochi,Goa,1934,5,train,4-star,2,peak,medium,family,4656,15485,9332,34686,medium
Chennai,Bangalore,1721,4,bus,5-star,4,normal,medium,family,5545,35731,19147,58204,medium
Kochi,Jaipur,1874,6,bus,3-star,2,off,short,couple,2658,8995,5867,16878,low
Mumbai,Jaipur,102,7,bus,5-star,4,normal,medium,couple,320,72279,33707,102348,medium
Jaipur,Bangalore,811,2,flight,3-star,3,normal,long,family,5415,3974,3320,19031,medium
Kolkata,Goa,613,6,bus,3-star,3,peak,long,family,1631,22146,10755,33252,low
Kochi,Chennai,621,5,train,4-star,3,normal,short,couple,2053,28152,12751,50546,medium
Mumbai,Jaipur,1087,6,train,4-star,3,normal,short,family,3474,35084,15807,63950,medium
Kolkata,Chennai,1887,4,flight,3-star,3,off,short,solo,11148,10682,5973,41662,medium
Kolkata,Goa,1509,6,train,2-star,4,normal,medium,couple,6670,9161,8241,28329,low
Mumbai,Pune,573,7,bus,3-star,3,peak,long,family,1529,26633,12677,39313,low
Kolkata,Goa,1868,3,bus,4-star,3,normal,medium,couple,4505,14216,7750,25470,medium
